customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00877,Male,0,No,Yes,45,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,55.68,2503.65,Yes
CUST-00878,Male,1,No,No,28,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,70.82,1929.4,No
CUST-00879,Male,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,38.98,1726.98,Yes
CUST-00880,Male,1,Yes,No,55,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.98,1831.85,No
CUST-00881,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,35.33,2319.41,Yes
CUST-00882,Male,1,No,No,38,Yes,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),36.6,1435.15,Yes
CUST-00883,Female,1,Yes,Yes,17,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),46.13,766.96,Yes
CUST-00884,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,46.73,486.92,Yes
CUST-00885,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,44.38,513.51,Yes
CUST-00886,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.79,55.65,Yes
CUST-00887,Female,0,No,Yes,40,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,44.66,1842.35,Yes
CUST-00888,Female,1,No,No,16,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,44.09,712.98,Yes
CUST-00889,Female,0,Yes,No,17,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,40.82,679.52,Yes
CUST-00890,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,29.5,1481.29,No
CUST-00891,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.48,1035.62,No
CUST-00892,Male,0,Yes,No,59,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,40.41,2403.43,No
CUST-00893,Male,1,Yes,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.68,559.79,Yes
CUST-00894,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),32.72,814.8,No
CUST-00895,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.07,273.22,Yes
CUST-00896,Male,1,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),51.52,1991.76,No
CUST-00897,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),40.65,387.89,Yes
CUST-00898,Female,0,No,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,46.68,912.93,Yes
CUST-00899,Female,0,No,No,53,Yes,No,No,No,Yes,No,Yes,No,No,Two year,No,Mailed check,18.0,957.22,No
CUST-00900,Male,0,No,Yes,63,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),45.9,2878.22,No
CUST-00901,Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),29.37,1123.22,No
CUST-00902,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),48.56,3327.92,Yes
CUST-00903,Female,0,No,No,54,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),48.91,2642.6,No
CUST-00904,Male,1,No,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.08,2338.5,Yes
CUST-00905,Female,1,No,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.33,3022.74,Yes
CUST-00906,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.26,373.99,Yes
CUST-00907,Female,0,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,32.84,564.09,Yes
CUST-00908,Female,0,No,No,32,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,36.79,1115.25,No
CUST-00909,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.69,1786.48,Yes
CUST-00910,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.86,2083.0,No
CUST-00911,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,28.34,286.93,No
CUST-00912,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.05,968.96,Yes
CUST-00913,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,65.16,1380.13,Yes
CUST-00914,Male,0,Yes,Yes,48,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),36.19,1668.23,No
CUST-00915,Male,0,Yes,Yes,68,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),28.48,1905.67,No
CUST-00916,Female,0,No,Yes,67,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),33.4,2121.62,No
CUST-00917,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,27.05,1468.16,Yes
CUST-00918,Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,47.24,2607.6,Yes
CUST-00919,Female,0,Yes,Yes,30,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,43.82,1271.03,Yes
CUST-00920,Male,1,Yes,No,44,Yes,No,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,22.07,1005.58,No
CUST-00921,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.99,708.17,Yes
CUST-00922,Male,0,No,No,36,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),30.48,1091.15,No
CUST-00923,Female,0,No,No,21,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),22.71,511.61,Yes
CUST-00924,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),39.84,2674.69,No
CUST-00925,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.98,1713.74,Yes
CUST-00926,Male,0,No,No,29,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.14,1512.51,Yes
CUST-00927,Male,0,No,No,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,35.19,1005.32,No
CUST-00928,Female,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),56.76,3694.64,No
CUST-00929,Female,1,No,Yes,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.44,2209.53,Yes
CUST-00930,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),41.1,1312.83,No
CUST-00931,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),47.66,3344.9,No
CUST-00932,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),21.85,1173.75,No
CUST-00933,Female,1,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.91,3143.52,Yes
CUST-00934,Male,0,No,No,66,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,33.96,2257.84,No
CUST-00935,Female,0,No,No,24,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),32.78,792.64,No
CUST-00936,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.28,1975.42,Yes
CUST-00937,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.0,358.68,No
CUST-00938,Female,0,No,Yes,23,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,39.45,864.7,No
CUST-00939,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.81,1652.93,Yes
CUST-00940,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),22.96,51.15,Yes
CUST-00941,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),33.55,540.62,No
CUST-00942,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,35.33,2065.03,Yes
CUST-00943,Male,0,Yes,No,12,No,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,25.29,329.87,No
CUST-00944,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.37,2068.58,Yes
CUST-00945,Female,1,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),45.79,2531.89,Yes
CUST-00946,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,35.26,626.67,Yes
CUST-00947,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),35.48,1136.15,Yes
CUST-00948,Female,0,No,Yes,63,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,32.52,2013.89,No
CUST-00949,Male,0,Yes,No,60,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),32.18,1928.2,No
CUST-00950,Female,0,No,Yes,66,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.97,2615.66,No
CUST-00951,Female,0,No,No,45,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,44.37,1968.75,No
CUST-00952,Female,0,Yes,No,63,No,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.57,2732.55,Yes
CUST-00953,Male,0,Yes,No,29,No,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.23,1591.69,Yes
CUST-00954,Female,0,No,No,43,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),35.56,1474.27,No
CUST-00955,Male,1,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),33.5,1668.84,Yes
CUST-00956,Male,0,Yes,No,70,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.55,3563.38,Yes
CUST-00957,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,56.49,1497.21,Yes
CUST-00958,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.32,3093.52,No
CUST-00959,Male,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),44.71,1722.17,No
CUST-00960,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,64.64,497.11,Yes
CUST-00961,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.96,1577.79,No
CUST-00962,Female,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.41,3820.29,No
CUST-00963,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,43.12,1421.28,No
CUST-00964,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.51,1267.51,No
CUST-00965,Male,0,No,No,66,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,49.97,3386.42,Yes
CUST-00966,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.14,3925.7,No
CUST-00967,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.52,1464.34,Yes
CUST-00968,Female,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),24.29,1328.7,No
CUST-00969,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,36.49,1580.33,No
CUST-00970,Female,1,Yes,Yes,46,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.77,1782.94,No
CUST-00971,Female,0,Yes,No,52,No,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),42.33,2178.32,Yes
CUST-00972,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),41.8,1019.53,No
CUST-00973,Female,0,Yes,Yes,22,Yes,No,No,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),25.65,544.91,No
CUST-00974,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),41.92,80.35,Yes
CUST-00975,Female,0,Yes,No,61,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.35,1943.61,No
CUST-00976,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,40.63,836.66,No
CUST-00977,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.32,2333.37,No
CUST-00978,Male,1,Yes,No,49,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),21.99,1084.8,No
CUST-00979,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47.63,2403.44,No
CUST-00980,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.17,3045.27,Yes
CUST-00981,Male,0,Yes,No,62,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),32.66,2045.94,Yes
CUST-00982,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,44.09,74.87,No
CUST-00983,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.73,2816.78,Yes
CUST-00984,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,32.11,477.8,Yes
CUST-00985,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.32,2186.78,Yes
CUST-00986,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.87,1196.68,Yes
CUST-00987,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.21,265.28,Yes
CUST-00988,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,36.9,827.82,Yes
CUST-00989,Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.71,2956.23,Yes
CUST-00990,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.25,513.88,Yes
CUST-00991,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.15,1011.41,Yes
CUST-00992,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,32.91,203.07,Yes
CUST-00993,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),35.43,438.06,Yes
CUST-00994,Female,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,50.38,2372.2,No
CUST-00995,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,31.14,1797.59,No
CUST-00996,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),21.95,961.42,Yes
CUST-00997,Male,0,Yes,Yes,21,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),37.03,744.29,Yes
CUST-00998,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,37.07,2215.19,No
CUST-00999,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),36.27,974.21,Yes
CUST-01000,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.2,1311.49,Yes
CUST-01001,Male,0,Yes,No,36,Yes,No,No,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,29.3,1004.61,Yes
CUST-01002,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,53.7,470.54,Yes
CUST-01003,Male,0,Yes,No,26,Yes,No,No,No,No,Yes,No,No,No,One year,No,Electronic check,35.1,893.32,Yes
CUST-01004,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.82,2633.01,No
CUST-01005,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),47.45,2120.82,No
CUST-01006,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,46.87,3406.89,No
CUST-01007,Male,0,No,Yes,56,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.98,2894.69,No
CUST-01008,Male,0,Yes,No,26,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.52,825.43,Yes
CUST-01009,Male,0,No,Yes,55,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,41.64,2297.4,Yes
CUST-01010,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.45,3257.94,No
CUST-01011,Female,1,Yes,No,45,Yes,Yes,No,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,34.06,1547.65,Yes
CUST-01012,Male,0,No,No,55,No,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,51.53,2866.2,Yes
CUST-01013,Female,1,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,53.38,1940.8,Yes
CUST-01014,Female,1,No,No,65,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.08,3174.37,Yes
CUST-01015,Male,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,51.61,900.75,Yes
CUST-01016,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,33.8,1022.64,No
CUST-01017,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,33.37,657.52,No
CUST-01018,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,42.12,341.61,Yes
CUST-01019,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,22.99,936.82,Yes
CUST-01020,Female,0,Yes,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,39.15,346.81,Yes
CUST-01021,Female,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.37,893.56,Yes
CUST-01022,Female,1,Yes,No,55,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.95,2852.19,Yes
CUST-01023,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,50.29,914.38,Yes
CUST-01024,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,36.19,2224.63,Yes
CUST-01025,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.09,157.4,Yes
CUST-01026,Female,0,No,Yes,33,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),33.44,1141.46,No
CUST-01027,Female,0,No,No,5,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.25,224.01,Yes
CUST-01028,Female,0,No,Yes,5,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),37.46,141.26,Yes
CUST-01029,Male,0,No,No,57,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),50.63,2798.7,No
CUST-01030,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.37,196.39,No
CUST-01031,Female,0,No,No,64,No,No,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,18.0,1108.05,No
CUST-01032,Female,0,Yes,Yes,43,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.94,1614.97,Yes
CUST-01033,Male,0,Yes,Yes,35,Yes,Yes,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,45.23,1540.11,Yes
CUST-01034,Female,0,No,No,66,Yes,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,27.29,1761.52,No
CUST-01035,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,54.47,1482.84,Yes
CUST-01036,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.95,1387.88,Yes
CUST-01037,Male,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),50.57,1451.1,Yes
CUST-01038,Female,0,No,No,47,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,46.67,2216.6,No
CUST-01039,Female,0,Yes,Yes,61,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.29,2906.1,No
CUST-01040,Male,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.33,1480.47,Yes
CUST-01041,Male,1,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),44.41,886.29,Yes
CUST-01042,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,37.95,2479.42,Yes
CUST-01043,Female,1,Yes,Yes,43,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,37.39,1607.79,No
CUST-01044,Female,0,No,Yes,60,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),21.55,1284.56,No
CUST-01045,Male,0,Yes,Yes,31,Yes,No,No,No,Yes,No,No,No,No,One year,No,Electronic check,41.3,1326.95,Yes
CUST-01046,Female,0,Yes,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,36.61,542.2,No
CUST-01047,Female,0,No,No,68,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,27.55,1809.77,No
CUST-01048,Male,1,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,41.09,2033.45,Yes
CUST-01049,Male,0,No,No,22,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.52,802.83,Yes
CUST-01050,Female,1,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),50.16,3071.48,No
CUST-01051,Male,1,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,31.73,17.25,Yes
CUST-01052,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.35,4053.9,Yes
CUST-01053,Male,0,No,Yes,42,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,44.14,1881.2,Yes
CUST-01054,Male,0,No,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,18.0,714.7,No
CUST-01055,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),36.87,-44.77,Yes
CUST-01056,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.57,664.93,No
